avg_red,avg_green,avg_blue,std_red,std_green,std_blue,green_ratio,disease_ratio,brown_ratio,yellow_ratio,texture_contrast,texture_energy,brightness,saturation,label,treatment
64.2347,99.775,61.9744,64.1344,54.3187,31.6182,0.2987,0.3041,0.1644,0.1707,0.04,0.2161,106.8969,0.4176,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
157.4612,100.5521,49.8711,61.946,31.4052,28.0804,0.2908,0.4007,0.238,0.065,0.0486,0.2663,81.9446,0.4524,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
91.5554,135.0963,55.6361,29.452,34.5582,23.52,0.5293,0.128,0.0612,0.0241,0.0235,0.3666,106.7312,0.5422,Healthy,No treatment needed. Continue regular maintenance and monitoring.
117.7095,105.4181,44.1929,43.7952,37.0834,20.6249,0.2559,0.3161,0.1751,0.0838,0.0504,0.3011,86.3787,0.5629,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
130.3375,91.7964,52.8102,44.9144,38.748,28.3913,0.3062,0.3706,0.2396,0.0936,0.041,0.282,93.8361,0.4864,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
185.0036,106.1659,53.9335,41.1605,37.4944,20.6314,0.2298,0.4122,0.1269,0.2954,0.0494,0.2831,90.4057,0.5469,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
122.049,100.3046,49.2674,49.8576,40.6545,31.4326,0.2726,0.3562,0.1977,0.1416,0.0502,0.3642,90.2791,0.3812,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
106.0302,96.2286,77.1643,40.7787,20.1526,31.2432,0.1275,0.1941,0.1198,0.0207,0.0592,0.3414,85.2078,0.4233,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
84.5484,151.5495,61.1423,30.7515,33.1819,24.7722,0.5746,0.0287,0.023,0.0449,0.0209,0.3726,95.1843,0.5409,Healthy,No treatment needed. Continue regular maintenance and monitoring.
80.6507,118.205,47.0532,35.8041,32.6615,26.386,0.5462,0.0943,0.0515,0.0043,0.025,0.3602,79.4342,0.4943,Healthy,No treatment needed. Continue regular maintenance and monitoring.
83.945,116.7095,60.3783,35.9971,30.6061,34.6891,0.2358,0.2699,0.1067,0.0695,0.0573,0.3086,78.8074,0.374,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
136.5357,97.8876,50.2419,41.285,28.3818,20.2564,0.2639,0.4011,0.1727,0.323,0.0663,0.2594,96.5258,0.4951,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.4064,137.1054,40.3293,24.4141,34.0708,26.24,0.5455,0.1166,0.011,0.0329,0.0109,0.4104,94.0554,0.5452,Healthy,No treatment needed. Continue regular maintenance and monitoring.
154.93,167.3326,143.7863,24.8086,26.004,30.8971,0.1193,0.2325,0.0923,0.0736,0.0275,0.3929,154.1298,0.1567,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
134.959,114.1827,54.4684,42.8515,44.1364,23.1594,0.3063,0.2378,0.2733,0.0723,0.0752,0.2997,80.2142,0.5212,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
139.1589,121.2697,44.7205,35.4634,37.7935,20.3814,0.1588,0.3264,0.2194,0.3231,0.0511,0.24,102.6293,0.5668,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
93.8657,144.2305,50.6456,35.4299,32.3202,28.2322,0.5794,0.1351,0.0455,0.023,0.0199,0.3679,102.9994,0.423,Healthy,No treatment needed. Continue regular maintenance and monitoring.
159.1441,107.175,42.1804,50.7415,34.5305,26.652,0.1999,0.4226,0.1871,0.3125,0.0265,0.2507,111.0741,0.5816,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
129.2472,93.3324,41.398,36.22,36.1196,14.2139,0.1641,0.4724,0.1129,0.3746,0.0536,0.1776,105.718,0.5429,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
175.533,128.9051,43.9511,37.1123,38.4862,20.6099,0.1622,0.4569,0.1987,0.3093,0.0374,0.2008,100.9651,0.52,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
127.5687,107.5185,45.0835,35.9828,34.2703,25.3538,0.3252,0.2831,0.1772,0.0617,0.0734,0.2805,88.566,0.4445,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
108.3136,102.4388,51.3389,46.1141,45.5457,30.4224,0.3105,0.2942,0.1458,0.0737,0.0745,0.2189,81.5593,0.4563,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
125.3834,100.8588,45.3525,30.8212,41.9433,22.5695,0.2391,0.4619,0.1248,0.3344,0.0489,0.2426,93.0503,0.6499,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
92.5624,104.7533,78.5667,35.9701,53.5405,32.8035,0.2669,0.3335,0.1324,0.1596,0.0459,0.3549,96.2852,0.2949,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
138.5648,104.5572,47.2556,43.1382,34.9284,25.1608,0.3387,0.2377,0.3004,0.1048,0.0731,0.2615,88.8005,0.3783,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
108.7207,105.5658,50.2513,42.9906,36.045,23.2874,0.2157,0.3525,0.1909,0.098,0.0788,0.2432,73.8647,0.4709,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
102.7232,117.4833,62.1678,24.5135,32.0557,21.651,0.5014,0.0638,0.039,0.0467,0.0145,0.3888,107.1796,0.4892,Healthy,No treatment needed. Continue regular maintenance and monitoring.
87.9256,126.5388,47.197,34.3623,38.251,24.6033,0.6977,0.0479,0.0195,0.0162,0.0198,0.3897,92.5876,0.5411,Healthy,No treatment needed. Continue regular maintenance and monitoring.
102.5701,149.9529,62.8064,38.7931,36.8605,26.5566,0.5458,0.1167,0.0719,0.0175,0.0134,0.3719,86.9996,0.5162,Healthy,No treatment needed. Continue regular maintenance and monitoring.
84.7755,129.1722,71.2411,34.7376,31.1356,26.6282,0.4723,0.0386,0.0375,0.0472,0.0248,0.4005,102.251,0.551,Healthy,No treatment needed. Continue regular maintenance and monitoring.
96.5447,93.9407,63.816,36.0344,47.9848,30.3033,0.3496,0.1282,0.0767,0.1007,0.0544,0.3328,94.3185,0.3639,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
102.7712,134.1812,53.3842,66.4084,48.9363,35.3089,0.3483,0.2182,0.0824,0.2166,0.0777,0.2771,96.497,0.4818,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
111.3162,107.3448,60.3489,38.2337,33.8725,23.182,0.1921,0.3613,0.1365,0.2624,0.0623,0.2684,102.2557,0.5985,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
109.7757,111.3526,90.3475,39.1078,44.0959,27.9831,0.3376,0.2108,0.1356,0.0926,0.0413,0.2973,74.8229,0.3999,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
159.0776,170.7617,131.6425,32.4568,22.3148,30.446,0.1688,0.2562,0.0689,0.1174,0.024,0.3639,180.0317,0.1606,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
176.1414,147.7772,148.5094,25.6489,18.4588,25.4069,0.174,0.3056,0.0693,0.0533,0.0289,0.5209,156.1122,0.1669,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
122.2405,104.3697,55.0574,32.4811,38.8024,36.8501,0.2584,0.2763,0.2387,0.0894,0.0743,0.2297,95.851,0.4795,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
137.2204,125.6204,43.4865,39.5683,23.9209,21.2183,0.2618,0.3159,0.12,0.3476,0.0352,0.2923,95.2107,0.5267,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
152.3182,161.0961,131.4417,25.9052,24.5993,31.0746,0.1616,0.233,0.0619,0.1081,0.03,0.5053,145.0926,0.1774,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
132.6125,127.1568,60.4669,41.2838,34.9424,26.1226,0.2747,0.3316,0.1289,0.2207,0.0541,0.2767,87.8507,0.5227,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
81.8998,85.9632,64.9866,44.9739,37.9523,28.8529,0.1766,0.2824,0.2558,0.0786,0.0632,0.1869,66.3943,0.6324,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
110.2526,101.01,55.1026,47.879,36.6568,20.6546,0.254,0.3676,0.2051,0.0726,0.0718,0.2515,77.6576,0.442,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
108.193,134.4611,88.3311,27.6046,33.341,26.9811,0.2434,0.2162,0.103,0.2029,0.059,0.3297,107.6426,0.4244,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
92.759,107.9915,46.041,34.2938,46.1356,29.4292,0.2306,0.352,0.272,0.1058,0.0505,0.2435,102.6465,0.6403,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
123.3034,90.8516,49.5359,39.2798,50.3296,26.013,0.1933,0.2509,0.3487,0.0951,0.0689,0.2942,80.8345,0.5203,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
109.5208,106.017,51.5059,33.4166,43.126,34.0202,0.4079,0.1574,0.1214,0.092,0.0246,0.3654,95.7062,0.3642,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
91.6245,108.4591,64.8573,39.4991,35.6777,29.223,0.2574,0.2546,0.1052,0.1384,0.0598,0.327,100.8965,0.4336,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
81.2139,99.3536,77.0349,39.9721,40.1071,44.3766,0.3494,0.1878,0.0955,0.081,0.0434,0.3104,105.39,0.4233,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
123.6549,86.9175,47.1157,39.1815,38.5527,25.4947,0.3096,0.1487,0.1772,0.0462,0.0569,0.2585,96.3828,0.357,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
119.2723,114.9111,58.4665,41.9638,29.5613,21.5044,0.1641,0.4186,0.0959,0.282,0.04,0.2551,96.7029,0.5606,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
127.9602,92.0388,55.3006,43.1119,38.6468,18.477,0.1702,0.357,0.2719,0.0527,0.0571,0.2918,95.5457,0.3486,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
141.0347,95.7096,40.179,40.0089,29.7039,19.999,0.1942,0.5075,0.039,0.2892,0.0673,0.2549,106.7808,0.556,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
136.5483,117.3033,56.7517,39.9491,25.8234,30.7367,0.2311,0.3306,0.1575,0.072,0.0604,0.2907,81.0814,0.5098,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
103.7938,88.3492,43.9207,55.5069,53.3795,33.8329,0.2279,0.3757,0.3728,0.0652,0.0574,0.2557,85.6362,0.4403,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
116.8404,109.7223,64.7891,38.0677,33.1345,28.6065,0.36,0.1938,0.0838,0.0604,0.0405,0.3757,101.0284,0.3555,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
167.4319,101.5845,29.2233,41.4401,27.7804,23.7794,0.2406,0.3235,0.1948,0.3483,0.0598,0.2504,87.2603,0.6087,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
101.6834,99.4307,62.2636,36.118,35.833,34.1745,0.1703,0.1756,0.1739,0.1376,0.0417,0.4094,73.3124,0.3092,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
108.0856,94.8462,57.3613,42.843,45.5439,28.7753,0.2814,0.2975,0.235,0.0603,0.0581,0.2333,96.3155,0.4745,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
90.0167,100.4084,59.9102,47.2527,38.8379,32.649,0.2476,0.3737,0.1384,0.0529,0.0383,0.269,89.6299,0.4557,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
103.0228,91.1744,67.9612,38.5796,22.3974,38.6773,0.3212,0.2358,0.1076,0.0511,0.0453,0.3267,92.2569,0.4044,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
117.0632,87.4927,59.5634,43.0114,35.4067,31.4128,0.2818,0.351,0.1709,0.0379,0.0613,0.2672,95.0115,0.446,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
179.2464,163.1526,121.3877,31.0208,31.3029,30.094,0.2329,0.2224,0.0227,0.0696,0.0438,0.3454,154.9952,0.1814,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
117.396,120.938,40.9656,36.9609,26.1731,28.9638,0.1555,0.3835,0.1865,0.3253,0.0494,0.1819,92.7125,0.5613,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
121.2425,91.2619,68.9851,51.2404,34.3011,22.6616,0.2569,0.3461,0.232,0.1176,0.0695,0.3188,92.6148,0.3805,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
144.0566,99.6255,50.2651,38.0236,42.9648,27.8608,0.1754,0.3842,0.124,0.2804,0.07,0.2377,103.242,0.5825,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
145.0702,89.1835,59.0459,44.4798,44.2881,29.6242,0.2659,0.2664,0.2599,0.0238,0.0678,0.236,100.0183,0.4581,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
92.3014,94.8561,63.2355,42.9786,33.7678,31.7027,0.2602,0.2894,0.2275,0.1031,0.0886,0.3131,99.2787,0.4247,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
156.3932,149.6363,142.6317,25.1412,22.1087,19.1223,0.1403,0.2225,0.0551,0.0548,0.0261,0.3635,153.7418,0.1371,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
106.9533,92.9961,55.9052,40.4198,38.7326,26.3811,0.2458,0.2214,0.1672,0.0881,0.0475,0.3182,106.7712,0.4928,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
73.4349,120.6427,63.4379,29.7567,35.164,21.966,0.5316,0.0523,0.0678,0.0507,0.0108,0.3428,80.0347,0.481,Healthy,No treatment needed. Continue regular maintenance and monitoring.
89.5321,119.5813,67.5818,39.6205,30.5711,23.7724,0.2765,0.1556,0.1045,0.1112,0.0472,0.3137,85.4091,0.3324,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
112.7285,123.1443,82.7406,30.2498,30.8494,32.6658,0.3201,0.2182,0.1643,0.0506,0.0486,0.2861,98.8459,0.3263,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
111.2841,92.7459,58.86,49.8339,29.1137,26.904,0.1547,0.4555,0.272,0.0753,0.0571,0.2484,89.726,0.5425,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
86.3127,145.8865,64.8101,31.1194,31.0476,26.8859,0.7006,0.1204,0.0819,0.0198,0.0151,0.375,95.5572,0.5857,Healthy,No treatment needed. Continue regular maintenance and monitoring.
166.5335,141.8661,138.3167,23.6579,26.0239,24.4037,0.2301,0.2958,0.0527,0.0913,0.0289,0.3811,150.5657,0.1692,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
120.9283,88.8694,53.4781,36.0153,44.8161,26.7855,0.2507,0.4153,0.1579,0.0462,0.0468,0.2773,93.4531,0.487,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
122.9771,117.6176,46.4062,39.2147,39.4509,34.322,0.2808,0.1896,0.0785,0.2043,0.0664,0.2891,107.1439,0.4969,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
124.2786,101.6077,59.7007,45.563,32.2344,26.3044,0.2563,0.254,0.1558,0.0496,0.0774,0.2535,97.8629,0.4366,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
85.2258,117.4252,76.9572,39.4864,35.7835,29.0941,0.564,0.0399,0.0418,0.0326,0.0177,0.3713,94.086,0.5151,Healthy,No treatment needed. Continue regular maintenance and monitoring.
174.0971,180.3921,122.8257,17.3071,24.0193,22.4079,0.1818,0.2874,0.0899,0.1081,0.0285,0.3211,155.2619,0.1829,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
107.6397,137.6914,77.5128,36.4747,37.9611,32.9107,0.3816,0.1978,0.0934,0.0552,0.0451,0.3399,86.8327,0.4013,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
100.2412,111.485,68.3316,34.5182,34.8077,31.9211,0.2649,0.1814,0.1103,0.1109,0.0492,0.3248,100.1896,0.4269,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
115.1508,108.9885,41.9886,41.5803,37.9194,27.1364,0.1446,0.3466,0.1672,0.3462,0.0719,0.2882,99.4889,0.4966,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
109.6371,127.0952,35.8013,64.6983,43.9716,25.3326,0.2847,0.2956,0.1662,0.2063,0.085,0.3017,85.6598,0.4938,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
81.4983,111.5521,68.8311,29.6108,34.0976,37.7724,0.5739,0.0574,0.0415,0.053,0.0206,0.3225,104.1923,0.4799,Healthy,No treatment needed. Continue regular maintenance and monitoring.
99.0329,114.4309,56.4393,50.027,37.49,24.6303,0.3251,0.3593,0.2686,0.0796,0.0528,0.2176,96.555,0.4712,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
131.7785,106.0837,54.3153,44.6284,35.1717,20.55,0.2674,0.4205,0.1253,0.2523,0.0293,0.2562,99.2557,0.6182,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
101.2126,106.6625,63.7018,42.31,38.5196,29.9453,0.2952,0.2097,0.0891,0.0974,0.0338,0.3638,84.9123,0.2622,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
74.0057,122.5227,59.3282,26.4212,38.4103,30.949,0.5036,0.0872,0.06,0.0394,0.0204,0.4097,99.8225,0.4457,Healthy,No treatment needed. Continue regular maintenance and monitoring.
110.1911,98.0198,57.416,37.9457,35.5659,22.3244,0.2034,0.4356,0.2786,0.0661,0.0528,0.2749,76.8414,0.4365,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
99.6142,76.2726,36.4132,46.2457,36.3733,24.5419,0.3003,0.3555,0.3266,0.0665,0.0637,0.2224,82.2404,0.5101,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
145.2999,100.2021,72.0191,43.3825,32.9533,17.7756,0.126,0.3185,0.1546,0.3856,0.0612,0.2592,97.0915,0.5661,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
136.52,108.5961,73.5976,41.8263,42.7865,27.5756,0.354,0.3195,0.2006,0.1192,0.0541,0.2235,85.8652,0.481,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
93.7316,135.7792,67.3264,29.5964,35.3932,17.0072,0.6233,0.0904,0.07,0.0,0.0304,0.3744,106.0818,0.4576,Healthy,No treatment needed. Continue regular maintenance and monitoring.
162.9742,142.1562,148.2419,23.4067,15.0304,33.2992,0.1353,0.1976,0.0738,0.0861,0.0373,0.4805,148.5507,0.2117,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
128.7653,101.2611,57.5135,42.2722,35.5907,26.4521,0.2123,0.2716,0.2551,0.1302,0.0725,0.2171,76.6411,0.4005,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
123.6915,133.1406,59.5368,51.0755,50.2338,35.9353,0.3734,0.2867,0.1012,0.2277,0.0902,0.2751,92.1342,0.4208,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
102.4063,111.4847,57.8025,53.2872,51.0887,29.1101,0.1827,0.1741,0.1426,0.2094,0.0652,0.3447,84.829,0.4087,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
